Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
GIGABYTE B760 DS3H AX V2 Motherboard (Wifi),gigabyteb760ds3haxv2motherboard,,,,,,,,,,63000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760-ds3h-ax-v2/
Gigabyte B760M D3HP DDR5 Motherboard,gigabyteb760md3hpddr5motherboard,,,,,,,,,,50000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760m-d3hp-ddr5-motherboard/
GIGABYTE TRX50 AI TOP THREDRIPPER MOTHERBOARD,gigabytetrx50aitopthredrippermotherboard,,,,,,,,,,460000.0,In Stock,https://www.winsoft.lk/product/gigabyte-trx50-ai-top-thredripper/
GIGABYTE Z890 AORUS ELITE WIFI7 Motherboard,gigabytez890aoruselitewifi7motherboard,,,,,,,,,,155000.0,In Stock,https://www.winsoft.lk/product/gigabyte-z890-aorus-elite-wifi7/
GIGABYTE H810M H DDR5 ULTRA MOTHERBOARD,gigabyteh810mhddr5ultramotherboard,,,,,,,,,,42000.0,In Stock,https://www.winsoft.lk/product/gigabyte-h810-m-h-ddr5-ultra-motherboard/
GIGABYTE H810M K DDR5 ULTRA MOTHERBOARD,gigabyteh810mkddr5ultramotherboard,,,,,,,,,,38000.0,In Stock,https://www.winsoft.lk/product/gigabyte-h810m-k-ddr5-ultra-motherboard/
Gigabyte X870 GAMING WIFI6 Motherboard,gigabytex870wifi6motherboard,,,,,,,,,,95000.0,In Stock,https://www.winsoft.lk/product/gigabyte-x870-gaming-wifi6-motherboard/
Gigabyte Z790 EAGLE AX DDR5 MOTHERBOARD (WiFi),gigabytez790eagleaxddr5motherboard,,,,,,,,,,95000.0,In Stock,https://www.winsoft.lk/product/gigabyte-z790-eagle-ax-motherboard/
GIGABYTE Z790 AORUS ELITE AX DDR5 MOTHERBOARD,gigabytez790aoruseliteaxddr5motherboard,,,,,,,,,,155000.0,In Stock,https://www.winsoft.lk/product/gigabyte-z790-aorus-elite-ax-ddr5/
Gigabyte H410M H V2 Micro ATX Motherboard,gigabyteh410mhv2microatxmotherboard,,,,,,,,,,28000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-h410m-h-v2-motherboard/
Gigabyte H510M K Motherboard,gigabyteh510mkmotherboard,,,,,,,,,,28500.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-h510m-k-v2-motherboard/
Gigabyte B450M DS3H V3 Motherboard,gigabyteb450mds3hv3motherboard,,,,,,,35000.0,In Stock,https://pcbuilders.lk/gigabyte-b450m-2/,35000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b450m-ds3h-v3-motherboard/
Gigabyte B760M D3HP DDR4 Motherboard,gigabyteb760md3hpddr4motherboard,,,,,,,44000.0,In Stock,https://pcbuilders.lk/gigabyte-b760m-3/,50000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b760m-d3hp-ddr4-motherboard/
Gigabyte B840M EAGLE WIFI6 Motherboard,gigabyteb840meaglewifi6motherboard,,,,,,,55000.0,In Stock,https://pcbuilders.lk/gigabyte-b840m/,55000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b840m-eagle-wifi6-motherboard/
GIGABYTE B450M DS3H WIFI Motherboard,gigabyteb450mds3hwifimotherboard,,,,,,,,,,39000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b450m-ds3h-wifi-motherboard/
GIGABYTE B650M Gaming WIFI Motherboard (Wifi),gigabyteb650mwifimotherboard,,,,,,,47500.0,In Stock,https://pcbuilders.lk/gigabyte-b650m-4/,47500.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b650m-gaming-x-ax-motherboard/
GIGABYTE B650M D3HP AX Motherboard (Wifi),gigabyteb650md3hpaxmotherboard,,,,,,,,,,59000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b650m-d3hp-ax-motherboard/
ASUS PRIME Z890M-PLUS WIFI-CSM Motherboard,asusprimez890mpluswificsmmotherboard,,,,,,,,,,101500.0,Out of Stock,https://www.winsoft.lk/product/asus-prime-z890m-plus-wifi-csm-motherboard/
Gigabyte B650 AORUS ELITE AX ICE Motherboard (Wifi),gigabyteb650aoruseliteaxicemotherboard,,,,,,,,,,89000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b650-aorus-elite-ax-ice/
Asus ProArt Z790 Creator (Wi-Fi) DDR5 Motherboard,asusproartz790creatorddr5motherboard,,,,,,,185000.0,In Stock,https://pcbuilders.lk/asus-proart-z790/,212500.0,Out of Stock,https://www.winsoft.lk/product/asus-proart-z790-creator-motherboard/
Gigabyte B760 GAMING X AX DDR5 ATX Motherboard (WiFi),gigabyteb760xaxddr5atxmotherboard,,,,,,,,,,68500.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b760-gaming-x-ax-ddr5-motherboard/
Gigabyte B760M DS3H AX DDR5 Motherboard (Wifi),gigabyteb760mds3haxddr5motherboard,,,,,,,,,,59500.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-b760m-ds3h-ax-ddr5-motherboard/
ASUS ROG Strix B760-A Gaming WiFi Motherboard,asusrogstrixb760awifimotherboard,,,,,,,,,,95000.0,Out of Stock,https://www.winsoft.lk/product/asus-rog-strix-b760-a-gaming/
MSI B550M PRO-VDH WI-FI MOTHERBOARD,msib550mprovdhwifimotherboard,,,,,,,,,,49000.0,Out of Stock,https://www.winsoft.lk/product/msi-b550m-pro-vdh-motherboard/
MSI Pro B760M-E DDR4 Motherboard,msiprob760meddr4motherboard,40000.0,In Stock,https://computerzone.lk/product/msi-pro-b760m-e-ddr4-motherboard/,,,,39000.0,In Stock,https://pcbuilders.lk/msi-pro-b760m-3/,37500.0,Out of Stock,https://www.winsoft.lk/product/msi-pro-b760m-e-ddr4-sri-lanka/
Gigabyte X670 AORUS Elite AX AM5 Motherboard,gigabytex670aoruseliteaxam5motherboard,,,,,,,108000.0,In Stock,https://pcbuilders.lk/gigabyte-x670/,135000.0,Out of Stock,https://www.winsoft.lk/product/gigabyte-x670-aorus-elite-ax-am5/
